"NUMORD","DIS","ABATT","CC","GGENE","SEXECH","CHGRAS","CHMUSCLE","SEXCGM","G1CGM","G2CGM","M2CGM","DATEFR","SEXE","FRGRAS","FRMUSCLE","GR34VLFR","GR23DCFR","GR34DCFR","GR34DCPAFR","MU23DCFR","MU34DCFR","MU34DCPAFR","FILPIECE","LONPIECE","LONGEX","EPAPIECE","EPAGEX","JAMPIECE","JAMGEX","LONMUGIOS","EPAMUGIOS","JAMMUGIOS","LONPERTPAR","EPAPERTPAR","JAMPERTPAR","TMUS3P","TMP90","TVM","DEN","TMP89"
2,"PAR","K",89.2,"P50","F",10.415,83.275,"F",14,11,59,25/01/2005 00:00:00,"F",8.765,83.625,13.39,7.38,8.375,8.035,71.08500000000001,68.205,68.845,885,7045,1244,5830,652,11180,1276,5792,5168,9888,9,10,16,87.28147554129912,,,42965,
3,"PAR","K",96.2,"P0","F",16.255,72.95,"F",21,18,51,25/01/2005 00:00:00,"F",16.509999999999998,74.135,20.405,15.004999999999999,17.299999999999997,17.085,60.78,56.84500000000001,58.23999999999999,780,7390,2016,6355,1158,11885,2350,5358,5186,9512,16,11,23,79.08368042408179,,,46815,
5,"PAR","K",86.8,"P50","F",10.695,67.92,"F",15,14,54,25/01/2005 00:00:00,"F",10.364999999999998,67.44,15.06,8.85,11.969999999999999,11.645,62.805,57.92500000000001,56.955,700,6370,1410,5585,788,11370,1626,4942,4794,9720,18,3,24,84.08324661810614,,,42357.5,
6,"PAR","K",87.2,"P50","M",18.215,73.225,"M",22,20,51,25/01/2005 00:00:00,"M",16.985,73.67,24.84,16.215,20.33,18.83,61.05,54.17,53.275000000000006,520,6795,2138,5200,1248,10255,2048,4634,3942,8190,23,10,17,76.13526570048309,,,41955,
9,"PAR","K",94.6,"P0","M",17.42,76.26,"M",18,17,66,25/01/2005 00:00:00,"M",16.979999999999997,76.18,19.105,13.605,15.370000000000001,14.35,63.974999999999994,61.239999999999995,64.02000000000001,710,8240,2326,6010,1126,11255,1776,5898,4876,9462,16,8,17,80.05721914934198,,,45550,
11,"PAR","K",96.2,"P0","M",19.73,72.75999999999999,"M",17,17,50,25/01/2005 00:00:00,"M",19.015,72.63,17.905,13.04,14.54,14.205,57.195,56.71,57.95,730,7570,1980,6045,1152,11335,2164,5568,4880,9158,22,13,13,79.37694704049844,,,46665,
12,"PAR","K",85.2,"P0","F",11.045,69.78,"F",13,11,53,25/01/2005 00:00:00,"F",10.81,71.16499999999999,11.725000000000001,8.219999999999999,8,8.155000000000001,60.685,58.44499999999999,61.47999999999999,600,7165,1412,5735,824,10100,1316,5728,4904,8764,25,7,20,84.94915254237289,,,40915,
17,"PAR","K",92.4,"P50","F",16.275,78.32,"F",20,14,66,25/01/2005 00:00:00,"F",15.629999999999999,77.08,17.82,11.26,14.655000000000001,14.55,74.95,67.75,74.7,770,8170,2128,5715,886,11735,1792,6020,4816,9930,22,13,13,81.78855627131489,,,44692.5,
18,"PAR","K",100.6,"P50","M",18.605,70.215,"M",17,15,57,25/01/2005 00:00:00,"M",17.53,70.015,17.195,12.844999999999999,15.065000000000001,15.04,65.56,62.004999999999995,61.62999999999999,790,8370,2168,6460,1186,12190,2204,6184,5262,9974,18,12,12,80.0143833153542,,,49017.5,
19,"PAR","K",88.2,"P50","M",12.760000000000002,70.02,"M",17,13,55,25/01/2005 00:00:00,"M",12.86,68.43,16.035,12.625,13.77,13.7,62.63499999999999,58.25,56.75,685,7115,1714,5725,928,10530,1696,5386,4786,8828,15,11,6,81.96632716690917,,,42415,
20,"PAR","K",86.8,"P0","M",15.595,66.185,"M",16,13,55,25/01/2005 00:00:00,"M",14.36,65.795,17.22,10.594999999999999,11.66,11.59,59.535,59.565,59.139999999999986,670,7255,1732,5580,946,9780,1472,5506,4630,8300,17,4,8,82.1773674039081,,,41767.5,
24,"PAR","K",98,"P0","M",16.34,76.93,"M",20,16,59,26/01/2005 00:00:00,"M",15.735,75.96000000000001,18.9,12.34,14.725000000000001,13.940000000000001,66.785,63.73499999999999,67.17,770,7645,1982,6700,1060,11560,1742,5618,5630,9800,45,10,18,82.06560449859418,,,47165,
25,"PAR","K",84.2,"P25","F",19.955,67.27000000000001,"F",20,16,55,26/01/2005 00:00:00,"F",20.045,67.955,18.84,11.14,13.05,12.85,62.235,62.614999999999995,60.93999999999999,625,7320,1908,5245,898,10350,1654,5398,4338,8686,14,9,10,81.053525913339,,,40565,
27,"PAR","K",90,"P0","M",14.785,73.85499999999999,"M",13,12,63,26/01/2005 00:00:00,"M",14.54,72.635,13.8,11.05,12.05,12.17,62.480000000000004,59.685,61.28,750,7080,1668,5785,1082,10620,1578,5394,4702,9020,18,1,22,82.14153084382092,,,43010,
28,"PAR","K",88.4,"P0","F",15.185,69.815,"F",16,12,54,26/01/2005 00:00:00,"F",13.32,69.91499999999999,14.565,9.145,10.425,9.78,63.17,62.16000000000001,62.66499999999999,660,6630,1432,5915,1024,10660,1700,5188,4878,8950,10,13,10,82.58537607374817,,,42622.5,
29,"PAR","K",80.6,"P50","F",14.010000000000002,66.52000000000001,"F",16,14,53,26/01/2005 00:00:00,"F",12.975000000000001,69.49000000000001,14.045,10.649999999999999,11.79,12.21,60.46,60.830000000000005,64.195,620,6730,1668,5255,856,10365,1774,5044,4392,8574,18,7,17,81.28863735306922,,,39167.5,
31,"PAR","K",104.6,"P0","F",16.814999999999998,76.08,"F",17,17,58,26/01/2005 00:00:00,"F",17.11,75.1,15.620000000000001,13.92,15.295,14.95,66.19,65.02499999999999,65.23,870,8950,2372,6640,1074,12390,2110,6566,5560,10272,12,6,8,80.74176776429809,,,50340,
33,"PAR","K",93.8,"P0","F",18.435000000000002,70.53999999999999,"F",20,20,50,26/01/2005 00:00:00,"F",18.21,70.35,18.69,15.35,17.38,16.945,59.84499999999999,56.825,55.559999999999995,665,7390,2176,5800,1254,11480,2376,5204,4536,9074,10,10,30,77.0830866390369,,,44597.5,
34,"PAR","K",88,"P50","M",14.879999999999999,63.16,"M",16,18,61,26/01/2005 00:00:00,"M",14.065000000000001,64.92,14.51,14.454999999999998,16.744999999999997,17.045,56.269999999999996,55.89000000000001,56.22500000000001,650,7175,1918,5885,1084,10500,1662,5242,4790,8818,15,11,20,80.73523337463858,,,42530,
37,"PAR","K",102,"P0","F",15.504999999999999,74.86,"F",18,14,61,26/01/2005 00:00:00,"F",15.190000000000001,76.47,18.009999999999998,11.105,11.344999999999999,11.865,67.58999999999999,61.665000000000006,67.00500000000001,775,9285,2310,6455,1058,12335,1818,6968,5390,10506,7,7,11,82.02426343154247,,,49272.5,
40,"PAR","K",74.8,"P0","F",9.72,67.05,"F",11,9,57,26/01/2005 00:00:00,"F",10.125,68.59,10.405000000000001,6.22,7.960000000000001,7.445,61.095,56.065000000000005,58.79000000000001,615,5320,892,4990,564,9210,1016,4422,4424,8188,6,2,6,87.72287062329278,,,36152.5,
41,"PAR","K",89.4,"P0","M",16.895,75.05,"M",18,16,60,26/01/2005 00:00:00,"M",15.29,73.00999999999999,17.759999999999998,13.195,15.629999999999999,15.004999999999999,65.815,61.5,67.765,665,7185,2012,6135,1262,11470,1892,5170,4870,9564,3,3,14,79.70536240424278,,,43437.5,
45,"PAR","K",104.8,"P0","F",11.57,73.645,"F",19,17,57,27/01/2005 00:00:00,"F",11.850000000000001,74.5,18.515,13.15,15.54,15.46,61.355,60.82500000000001,61.574999999999996,830,8225,2264,7190,1234,12485,1972,5948,5948,10494,13,8,19,80.96066829098503,,,50472.5,
47,"PAR","K",84.4,"P25","M",14.23,62.695,"M",14,12,49,27/01/2005 00:00:00,"M",14.870000000000001,63.015,13.355,10.04,10.805,11.07,59.01,56.245,57.79500000000001,680,7200,1868,5570,1016,10380,1738,5312,4548,8630,20,6,12,80.60428031892572,,,40982.5,
48,"PAR","K",89.4,"P25","M",18.65,68.185,"M",17,20,50,27/01/2005 00:00:00,"M",17.91,65.75,18.03,15.745000000000001,18.605,19.08,56.81,54.58,54.260000000000005,655,6935,1958,6345,1360,10540,1884,4962,4978,8646,15,7,10,78.74565883554648,,,43322.5,
49,"PAR","K",91.8,"P0","F",13.975,74.06,"F",17,16,64,06/01/1960 09:36:00,"F",14.805,74.06,17.225,12.614999999999998,12.68,13.585,58.364999999999995,59.220000000000006,62.39499999999999,845,7150,1892,6270,1028,11215,1864,5256,5236,9340,2,6,11,81.22448979591837,,,44402.5,
50,"PAR","K",91.8,"P0","M",14.024999999999999,68.83000000000001,"M",14,12,54,27/01/2005 00:00:00,"M",13.525,68.13499999999999,14.32,10.115,11.105,11.345,61.75000000000001,57.36999999999999,60.14500000000001,680,7780,1766,6290,984,10775,1604,6010,5302,9158,4,4,13,82.94221351616062,,,44552.5,
53,"PAR","K",86.4,"P0","F",9.86,71.345,"F",14,10,51,27/01/2005 00:00:00,"F",9.415,74.21000000000001,14.245000000000001,9.61,9.344999999999999,9.385000000000002,57.39999999999999,53.915,52.33,700,6505,1286,5515,694,10805,1406,5202,4822,9388,17,-1,11,85.6068012752391,,,41300,
55,"PAR","K",92.8,"Inconnu","F",17.84,85.445,"F",18,17,63,06/01/1960 09:36:00,"F",18.84,85.43,18.05,15.55,16.465,16.475,64.89,63.644999999999996,59.324999999999996,690,7535,2066,5875,1174,11135,2120,5454,4698,8992,15,3,23,78.75965920348722,,,44347.5,
56,"PAR","K",89,"P50","F",16.945,69.695,"F",17,15,49,27/01/2005 00:00:00,"F",17.145,70.765,15.31,12.905000000000001,14.125,14.49,57.58,52.650000000000006,54.190000000000005,650,7300,1854,5975,1096,10860,2040,5416,4876,8810,30,3,10,79.86685495259229,,,43102.5,
60,"PAR","K",75.6,"P0","M",11.254999999999999,76.91999999999999,"M",14,15,50,27/01/2005 00:00:00,"M",11.51,75.545,14.03,12.365,13.024999999999999,13.695,58.99999999999999,54.37000000000001,51.36000000000001,640,6095,1454,5205,890,9000,1240,4626,4306,7746,15,9,14,82.8844317096466,,,36145,
61,"PAR","K",74.4,"P50","F",15.68,64.96,"F",14,11,52,27/01/2005 00:00:00,"F",13.35,65.47,13.205,10.65,10.455,10.985,53.305,55.49499999999999,51.735,550,5950,1392,4800,824,8890,1322,4550,3974,7560,8,2,8,82.47647350173354,,,35562.5,
64,"PAR","K",94.4,"P0","F",16.66,66.285,"F",16,15,53,28/01/2005 00:00:00,"F",15.275,66.225,15.489999999999998,13.24,14.43,14.81,61.01,59.005,56.905,660,7065,1854,6390,1206,11145,2196,5202,5170,8938,9,14,11,79.19239904988123,,,45242.5,
66,"PAR","K",87.6,"P0","M",20.22,71.71000000000001,"M",21,21,46,28/01/2005 00:00:00,"M",19.45,69.605,22.25,18.82,18.205,20.34,52.145,51.519999999999996,45.75999999999999,655,7920,2742,5480,1106,9980,2196,5166,4368,7772,12,6,12,74.85333888079883,,,42322.5,
67,"PAR","K",89.2,"P0","M",8.495000000000001,66.72999999999999,"M",13,13,57,28/01/2005 00:00:00,"M",8.82,67.775,11.46,8.515,12.280000000000001,12.015,64.69500000000001,61.105000000000004,62.614999999999995,800,7655,1670,6200,976,10835,1424,5970,5216,9404,15,8,7,84.03295409964691,,,43397.5,
70,"PAR","K",90.8,"P0","F",13.45,74.775,"F",16,12,59,28/01/2005 00:00:00,"F",13.6,76.955,16.355,9.835,10.32,10.015,62.705000000000005,64.775,64.46,730,6855,1358,5790,814,11205,1658,5488,4972,9540,9,4,7,84.41822620016274,,,43915,
76,"PAR","K",95.2,"P0","F",14.620000000000001,76.59,"F",17,15,53,01/02/2005 00:00:00,"F",14.395,74.775,17.34,10.600000000000001,13.07,12.645,57.574999999999996,54.43,57.385000000000005,745,8105,2072,5800,1018,11365,1970,6008,4776,9376,25,6,19,80.54968287526427,,,46062.5,
77,"PAR","K",82.2,"P0","M",22.54,67.09,"M",25,27,41,01/02/2005 00:00:00,"M",23.08,66.625,28.055,24.259999999999998,25.299999999999997,25.54,46.934999999999995,44.43000000000001,42.6,515,6390,2594,5160,1320,9055,2378,3795,3824,6654,1,16,23,70.20833333333333,,,39440,
78,"PAR","K",80.4,"P0","F",13.035,81.72,"F",13,11,56,01/02/2005 00:00:00,"F",12.835,81.845,13.665,9.705,11.665,11.25,61.519999999999996,57.01500000000001,61.81999999999999,680,7030,1476,5145,750,9950,1252,5538,4388,8686,16,7,12,84.74895856171892,,,38632.5,
81,"PAR","K",92,"P0","M",13.54,63.79,"M",15,13,45,01/02/2005 00:00:00,"M",12.4,64.765,15.005,11.965,13.05,13.535,50.415000000000006,48,48.60000000000001,740,7660,2098,6075,1114,10850,1748,5520,4958,9084,42,3,18,80.41461006910168,,,44395,
83,"PAR","K",106.6,"P0","M",22,80.785,"M",20,18,59,01/02/2005 00:00:00,"M",22.215,81.595,20.715,15.03,15.905000000000001,14.77,66.215,66.08500000000001,65.425,855,9325,2734,6720,1236,12855,2302,6578,5474,10536,13,10,17,78.92118971601411,,,51662.5,
84,"PAR","K",89.4,"P0","M",14.524999999999999,65.47,"M",15,16,53,01/02/2005 00:00:00,"M",14.515,64.9,15.649999999999999,12.91,14.120000000000001,13.7,59.345,57.94,55.11999999999999,590,6885,1736,5460,1034,10360,1796,5134,4388,8544,15,38,20,80.39922730199613,,,42830,
87,"PAR","K",95.4,"P0","F",15.58,80.655,"F",18,13,64,01/02/2005 00:00:00,"F",15.425,80.22,16.06,10,12.72,11.11,64.465,58.53,68.215,730,8295,1842,5620,806,11915,1556,6438,4806,10350,15,8,9,84.17168674698796,,,45642.5,
88,"PAR","K",115.2,"P25","M",23.205,76.845,"M",26,24,56,01/02/2005 00:00:00,"M",21.95,79.16999999999999,25.965,22.435000000000002,21.62,22.14,65.44,59.905,64.335,850,11470,3990,7305,1548,12410,2548,7468,5748,9850,12,9,12,74.7588574996098,,,55940,
89,"PAR","K",98,"P0","M",13.515,70.88499999999999,"M",18,16,55,01/02/2005 00:00:00,"M",13.645,73.57,18.47,12.08,13.77,13.545,57.97,59.459999999999994,56.739999999999995,735,7870,2112,6645,1236,10655,1672,5734,5402,8966,24,7,17,80.62150164060992,,,46560,
91,"PAR","K",83,"P0","M",12.34,73.815,"M",15,13,58,01/02/2005 00:00:00,"M",11.780000000000001,73.025,15.715,13.01,14.385,14.35,61.37,58.425000000000004,59.525,620,6515,1732,5300,972,10240,1686,4774,4322,8540,9,6,14,80.63947078280044,,,40112.5,
92,"PAR","K",103.8,"Inconnu","M",15.025,68.22,"M",18,16,46,01/02/2005 00:00:00,"M",13.895,68.265,17.345,12.16,12.67,13.165,52.77000000000001,50.915,54.79500000000001,850,8200,2164,6720,1194,12880,2222,6022,5524,10632,14,2,26,80.52356020942409,,,49540,
93,"PAR","K",87.6,"Inconnu","M",15.274999999999999,64.925,"M",14,14,56,01/02/2005 00:00:00,"M",12.985,65.12,16.025,13.245000000000001,14.68,14.285,58.55,60.46,60.81,640,6370,1506,5525,1080,10910,1860,4856,4442,9042,8,3,8,81.03646833013435,,,42655,
96,"PAR","K",99.4,"P50","F",17.615000000000002,75.33,"F",17,15,61,02/02/2005 00:00:00,"F",17.745,76.76,15.524999999999999,11.195,12.41,12.165,66.38,60.790000000000006,64.13500000000002,745,8305,1956,6560,1146,12235,1896,6326,5408,10326,23,6,13,82.0506374573532,,,47385,
97,"PAR","K",91.2,"P0","F",10.86,75.78999999999999,"F",16,14,52,02/02/2005 00:00:00,"F",10.254999999999999,74.825,15.61,12.435,12.325,13.129999999999999,58.715,52.205,50.92,655,7485,2000,6055,1016,10540,1892,5476,5032,8638,9,7,10,80.15767131594906,,,43705,
98,"PAR","K",100.6,"P0","F",16.885,73.63,"F",17,15,54,02/02/2005 00:00:00,"F",17.545,75.03999999999999,17.26,13.49,14.094999999999999,14.09,57.37,55.815,60.724999999999994,815,8190,2022,6320,994,12230,2030,6150,5320,10182,18,6,18,81.68753402286336,,,48677.5,
99,"PAR","K",90.4,"P50","M",12.32,74.09,"M",15,14,55,02/02/2005 00:00:00,"M",11.219999999999999,74.10499999999999,14.65,10.985,12.52,13.34,60.035,57.39,59.849999999999994,645,7405,1828,5805,1088,10485,1762,5570,4712,8716,7,5,7,80.78060805258833,,,43260,
103,"PAR","K",88.4,"P50","F",9.59,67.825,"F",11,10,53,02/02/2005 00:00:00,"F",9.945,68.44,10.33,7.385,8.355,8.705,59.555,52.724999999999994,55.614999999999995,745,6815,1186,5860,792,11210,1360,5622,5064,9836,7,4,14,86.44742184328055,,,43227.5,
104,"PAR","K",81.4,"P50","M",13.605,63.21,"M",13,12,52,02/02/2005 00:00:00,"M",13.31,64.775,12.375,10.175,10.280000000000001,9.895,63.45,62.57499999999999,55.269999999999996,665,6735,1692,5425,996,9440,1490,5028,4420,7932,15,9,18,81.2351223894004,,,39387.5,
105,"PAR","K",81.6,"P0","F",7.705,70.305,"F",10,9,51,02/02/2005 00:00:00,"F",7.395,71.08500000000001,9.035,7.725,9.17,9.215,53.305,51.449999999999996,56.81,805,6245,1008,5710,576,10045,994,5234,5130,9044,3,4,7,88.69546152159614,,,39530,
107,"PAR","K",88.2,"P0","F",14.54,85.195,"F",13,11,61,02/02/2005 00:00:00,"F",13.170000000000002,86.015,13.665,7.63,9.16,9.129999999999999,67.94,64.095,65.67500000000001,765,7515,1430,5020,630,10730,1466,6076,4388,9250,9,2,14,85.32667498959634,,,42462.5,
110,"PAR","K",100.6,"P0","M",17.02,77.475,"M",19,19,55,02/02/2005 00:00:00,"M",16.5,78.02000000000001,19.785,17.545,19.075,19.07,60.69,60.47,62.21,680,9425,2908,6305,1062,11385,2098,6502,5230,9268,15,13,19,78.16873538406188,,,48655,
111,"PAR","K",87.6,"P50","F",14.489999999999998,75.275,"F",14,11,65,02/02/2005 00:00:00,"F",13.2,74.925,12.49,8.14,10.155000000000001,9.665,67.86,66.195,69.275,685,6850,1284,5635,772,11240,1608,5556,4860,9616,10,3,16,84.98975829578042,,,42732.5,
112,"PAR","K",89.6,"P50","M",17.435000000000002,71.525,"M",16,13,58,02/02/2005 00:00:00,"M",17.095,71.305,14.125,12.25,12.59,12.52,64.035,64.5,64.56500000000001,620,7685,1962,5985,1126,11095,1996,5702,4860,9082,21,-1,17,79.97242466023242,,,43700,
113,"PAR","K",100.2,"P0","M",17.205,64.995,"M",22,18,59,02/02/2005 00:00:00,"M",17.4,70.805,25.700000000000003,18.355,18.19,18.08,56.885000000000005,57.21000000000001,52.905,765,8490,2646,6185,1218,12105,2388,5830,4958,9702,14,9,15,77.30259575240515,,,48485,
115,"PAR","K",87,"P50","F",17.97,79.31,"F",16,16,52,03/02/2005 00:00:00,"F",16.465,77.535,16.884999999999998,13.895,14.64,15.4,62.09500000000001,58.33,56.305,660,7575,2046,5695,970,10140,1788,5520,4716,8334,9,9,18,80.04154549231409,,,41675,
116,"PAR","K",91.4,"P50","F",14,78.13,"F",14,12,67,03/02/2005 00:00:00,"F",13.530000000000001,78.89,13.95,10.83,10.885000000000002,10.065000000000001,75.645,69.145,73.44,825,8215,1726,5820,704,10935,1286,6468,5108,9628,21,8,21,85.59410738515216,,,44347.5,
119,"PAR","K",103.8,"P50","F",18.22,75.175,"F",19,14,63,03/02/2005 00:00:00,"F",17.085,77.11500000000001,19.085,10.965,11.565000000000001,12.02,68.25,67.135,67.045,760,8485,1942,6680,970,12965,2122,6534,5706,10832,9,4,11,82.57528556593977,,,50295,
120,"PAR","K",89,"P0","M",19.85,74.03,"M",23,19,51,03/02/2005 00:00:00,"M",19.91,74.855,22.825,17.645,17.765,16.8,58.735,56.44,52.05499999999999,625,7615,2516,5900,1310,10550,2046,5092,4584,8492,7,6,12,76.2170919400567,,,43375,
121,"PAR","K",101.6,"P0","F",12.325,79.25999999999999,"F",13,13,54,03/02/2005 00:00:00,"F",12.46,78.92,12.469999999999999,10.555,12.125,11.47,60.4,60.879999999999995,63.66499999999999,850,8440,1836,6720,1012,11580,1648,6598,5708,9922,6,0,10,83.7042406669083,,,49217.5,
123,"PAR","K",79,"P0","F",11.9,64.05000000000001,"F",16,13,57,03/02/2005 00:00:00,"F",11.129999999999999,63.965,14.14,10.95,11.71,11.82,55.97,54.57999999999999,51.97,630,7050,1780,5185,846,9200,1416,5264,4340,7774,6,-1,10,81.68139587582144,,,38262.5,
126,"PAR","K",93.8,"P50","F",10.915,76.575,"F",15,13,70,03/02/2005 00:00:00,"F",11.43,75.84,14.86,11.870000000000001,13.690000000000001,13.120000000000001,73.435,69.555,70.315,750,8675,2172,5795,990,11350,1756,6506,4800,9584,-3,5,10,81.49040270982312,,,45430,
127,"PAR","K",98.8,"P25","M",18.08,75.495,"M",17,15,56,03/02/2005 00:00:00,"M",16.95,74.34,16.55,13.6,13.690000000000001,13.65,65.97,65.31,65.1,765,8020,2036,6215,1074,11760,2058,5986,5136,9698,-2,5,4,80.68759342301944,,,47120,
129,"PAR","K",90,"P0","M",18.810000000000002,71.12,"M",16,18,60,03/02/2005 00:00:00,"M",19.115000000000002,72.98,17.665,16.775,17,17.695,68.16999999999999,67.425,63.695,615,7370,2214,5665,1220,11335,2132,5156,4438,9186,0,7,17,77.72263358014808,,,43547.5,
130,"PAR","K",96,"P50","M",22.17,61.925,"M",23,25,52,03/02/2005 00:00:00,"M",22.240000000000002,62.2,22.685000000000002,19.27,22.47,21.71,54.084999999999994,52.290000000000006,52.910000000000004,750,8150,2870,6325,1276,11415,2426,5262,5044,8964,18,5,25,75.33033033033033,,,46302.5,
131,"PAR","K",93.2,"Inconnu","F",14.225000000000001,78.215,"F",17,19,54,03/02/2005 00:00:00,"F",13.75,80.61500000000001,19,14.3,19.11,19.14,65.15,61.965,57.53,720,7345,1990,6105,1096,11210,2000,5340,4992,9200,15,17,10,79.96059889676911,,,44922.5,
132,"PAR","K",93,"P0","F",18.16,70.49000000000001,"F",20,13,54,03/02/2005 00:00:00,"F",17.225,71.805,20.35,11.465,12.58,12.83,58.685,60.60000000000001,60.435,670,7735,2012,5820,996,11180,1980,5708,4816,9196,15,8,4,80.36606967132454,,,45627.5,
134,"PAR","K",93.8,"P50","F",16.98,65.58500000000001,"F",20,17,63,04/02/2005 00:00:00,"F",16.240000000000002,66.11,18.02,16.3,18.79,17.939999999999998,64.99499999999999,62.48500000000001,63.24000000000001,705,8010,2212,5985,966,11570,1946,5780,5012,9600,18,7,24,80.49486105824134,,,45762.5,
137,"PAR","K",87,"P50","F",13.39,76.095,"F",14,13,58,04/02/2005 00:00:00,"F",13.165,75.30000000000001,13.89,9.895,11.55,11.120000000000001,66.91000000000001,63.67,67.44,640,7185,1586,5750,926,10765,1684,5582,4810,9068,17,14,13,82.7608874281019,,,42190,
